item_id,idx,artist_id,variant
431_2,1360,431,2
431_3,1361,431,3
431_4,1362,431,4
431_5,1363,431,5
432_1,1364,432,1
432_2,1365,432,2
432_3,1366,432,3
432_4,1367,432,4
432_5,1368,432,5
433_1,1369,433,1
433_2,1370,433,2
433_3,1371,433,3
433_4,1372,433,4
433_5,1373,433,5
434_1,1374,434,1
434_2,1375,434,2
434_3,1376,434,3
434_4,1377,434,4
434_5,1378,434,5
436_1,1379,436,1
436_2,1380,436,2
436_3,1381,436,3
436_4,1382,436,4
436_5,1383,436,5
437_1,1384,437,1
437_2,1385,437,2
437_3,1386,437,3
437_5,1387,437,5
438_1,1388,438,1
438_2,1389,438,2
438_3,1390,438,3
438_4,1391,438,4
438_5,1392,438,5
439_2,1393,439,2
439_3,1394,439,3
439_5,1395,439,5
440_1,1396,440,1
440_2,1397,440,2
440_3,1398,440,3
440_4,1399,440,4
440_5,1400,440,5
441_1,1401,441,1
441_2,1402,441,2
441_3,1403,441,3
441_4,1404,441,4
441_5,1405,441,5
442_1,1406,442,1
442_2,1407,442,2
442_3,1408,442,3
442_4,1409,442,4
442_5,1410,442,5
443_1,1411,443,1
443_2,1412,443,2
443_3,1413,443,3
443_4,1414,443,4
443_5,1415,443,5
444_1,1416,444,1
444_2,1417,444,2
444_3,1418,444,3
444_4,1419,444,4
444_5,1420,444,5
445_1,1421,445,1
445_2,1422,445,2
445_3,1423,445,3
445_4,1424,445,4
445_5,1425,445,5
446_1,1426,446,1
446_2,1427,446,2
446_3,1428,446,3
446_4,1429,446,4
446_5,1430,446,5
447_1,1431,447,1
447_2,1432,447,2
447_3,1433,447,3
447_4,1434,447,4
447_5,1435,447,5
448_1,1436,448,1
448_2,1437,448,2
448_3,1438,448,3
448_4,1439,448,4
448_5,1440,448,5
450_1,1441,450,1
450_2,1442,450,2
450_3,1443,450,3
450_4,1444,450,4
450_5,1445,450,5
453_1,1446,453,1
453_2,1447,453,2
453_3,1448,453,3
453_4,1449,453,4
453_5,1450,453,5
454_1,1451,454,1
454_2,1452,454,2
454_3,1453,454,3
454_4,1454,454,4
454_5,1455,454,5
455_1,1456,455,1
455_2,1457,455,2
455_3,1458,455,3
455_4,1459,455,4
455_5,1460,455,5
456_1,1461,456,1
456_2,1462,456,2
456_3,1463,456,3
456_4,1464,456,4
456_5,1465,456,5
457_1,1466,457,1
457_2,1467,457,2
457_3,1468,457,3
457_4,1469,457,4
457_5,1470,457,5
458_1,1471,458,1
458_2,1472,458,2
458_3,1473,458,3
458_4,1474,458,4
458_5,1475,458,5
459_1,1476,459,1
459_2,1477,459,2
459_3,1478,459,3
459_4,1479,459,4
459_5,1480,459,5
460_1,1481,460,1
460_2,1482,460,2
460_3,1483,460,3
460_4,1484,460,4
460_5,1485,460,5
461_1,1486,461,1
461_2,1487,461,2
461_3,1488,461,3
461_4,1489,461,4
461_5,1490,461,5
463_1,1491,463,1
463_2,1492,463,2
463_3,1493,463,3
463_4,1494,463,4
463_5,1495,463,5
464_1,1496,464,1
464_2,1497,464,2
464_3,1498,464,3
464_4,1499,464,4
464_5,1500,464,5
465_1,1501,465,1
465_2,1502,465,2
465_3,1503,465,3
465_4,1504,465,4
465_5,1505,465,5
466_1,1506,466,1
466_2,1507,466,2
466_3,1508,466,3
466_4,1509,466,4
466_5,1510,466,5
467_1,1511,467,1
467_2,1512,467,2
467_3,1513,467,3
467_4,1514,467,4
467_5,1515,467,5
468_1,1516,468,1
468_2,1517,468,2
468_3,1518,468,3
468_4,1519,468,4
468_5,1520,468,5
469_1,1521,469,1
469_2,1522,469,2
469_4,1523,469,4
469_5,1524,469,5
471_1,1525,471,1
471_2,1526,471,2
471_3,1527,471,3
471_4,1528,471,4
471_5,1529,471,5
472_1,1530,472,1
472_2,1531,472,2
472_3,1532,472,3
472_4,1533,472,4
472_5,1534,472,5
474_1,1535,474,1
474_2,1536,474,2
474_3,1537,474,3
474_4,1538,474,4
474_5,1539,474,5
475_1,1540,475,1
475_2,1541,475,2
475_3,1542,475,3
475_4,1543,475,4
475_5,1544,475,5
476_1,1545,476,1
476_2,1546,476,2
476_3,1547,476,3
476_4,1548,476,4
476_5,1549,476,5
477_1,1550,477,1
477_2,1551,477,2
477_3,1552,477,3
477_4,1553,477,4
477_5,1554,477,5
479_1,1555,479,1
479_2,1556,479,2
479_3,1557,479,3
479_4,1558,479,4
479_5,1559,479,5
481_1,1560,481,1
481_2,1561,481,2
481_3,1562,481,3
481_4,1563,481,4
481_5,1564,481,5
482_1,1565,482,1
482_2,1566,482,2
482_3,1567,482,3
482_4,1568,482,4
482_5,1569,482,5
484_1,1570,484,1
484_2,1571,484,2
484_3,1572,484,3
484_4,1573,484,4
484_5,1574,484,5
485_1,1575,485,1
485_2,1576,485,2
485_3,1577,485,3
485_4,1578,485,4
485_5,1579,485,5
487_1,1580,487,1
487_2,1581,487,2
487_3,1582,487,3
487_4,1583,487,4
487_5,1584,487,5
488_1,1585,488,1
488_2,1586,488,2
488_3,1587,488,3
488_4,1588,488,4
488_5,1589,488,5
489_1,1590,489,1
489_2,1591,489,2
489_3,1592,489,3
489_4,1593,489,4
489_5,1594,489,5
490_1,1595,490,1
490_2,1596,490,2
490_3,1597,490,3
490_4,1598,490,4
490_5,1599,490,5
491_1,1600,491,1
491_2,1601,491,2
491_3,1602,491,3
491_4,1603,491,4
491_5,1604,491,5
492_1,1605,492,1
492_2,1606,492,2
492_3,1607,492,3
492_4,1608,492,4
492_5,1609,492,5
493_5,1610,493,5
494_1,1611,494,1
494_2,1612,494,2
494_3,1613,494,3
494_4,1614,494,4
494_5,1615,494,5
497_1,1616,497,1
497_2,1617,497,2
497_3,1618,497,3
497_4,1619,497,4
497_5,1620,497,5
498_1,1621,498,1
498_2,1622,498,2
498_3,1623,498,3
498_4,1624,498,4
498_5,1625,498,5
499_1,1626,499,1
499_2,1627,499,2
499_3,1628,499,3
499_4,1629,499,4
499_5,1630,499,5
500_1,1631,500,1
500_2,1632,500,2
500_3,1633,500,3
500_4,1634,500,4
500_5,1635,500,5
501_1,1636,501,1
501_2,1637,501,2
501_3,1638,501,3
501_4,1639,501,4
501_5,1640,501,5
502_1,1641,502,1
502_2,1642,502,2
502_3,1643,502,3
502_4,1644,502,4
502_5,1645,502,5
503_1,1646,503,1
503_2,1647,503,2
503_3,1648,503,3
503_4,1649,503,4
503_5,1650,503,5
504_1,1651,504,1
504_2,1652,504,2
504_3,1653,504,3
504_4,1654,504,4
504_5,1655,504,5
506_1,1656,506,1
506_2,1657,506,2
506_3,1658,506,3
506_4,1659,506,4
506_5,1660,506,5
507_1,1661,507,1
507_2,1662,507,2
507_3,1663,507,3
507_4,1664,507,4
507_5,1665,507,5
510_1,1666,510,1
510_2,1667,510,2
510_3,1668,510,3
510_4,1669,510,4
510_5,1670,510,5
511_1,1671,511,1
511_2,1672,511,2
511_3,1673,511,3
511_4,1674,511,4
511_5,1675,511,5
512_1,1676,512,1
512_2,1677,512,2
512_3,1678,512,3
512_4,1679,512,4
512_5,1680,512,5
514_1,1681,514,1
514_2,1682,514,2
514_3,1683,514,3
514_4,1684,514,4
514_5,1685,514,5
515_1,1686,515,1
515_2,1687,515,2
515_3,1688,515,3
515_4,1689,515,4
515_5,1690,515,5
516_1,1691,516,1
516_2,1692,516,2
516_3,1693,516,3
516_4,1694,516,4
516_5,1695,516,5
517_1,1696,517,1
517_2,1697,517,2
517_3,1698,517,3
517_4,1699,517,4
517_5,1700,517,5
518_1,1701,518,1
518_2,1702,518,2
518_3,1703,518,3
518_4,1704,518,4
518_5,1705,518,5
519_1,1706,519,1
519_2,1707,519,2
519_3,1708,519,3
519_4,1709,519,4
519_5,1710,519,5
521_1,1711,521,1
521_2,1712,521,2
521_3,1713,521,3
521_4,1714,521,4
521_5,1715,521,5
522_1,1716,522,1
522_2,1717,522,2
522_3,1718,522,3
522_4,1719,522,4
522_5,1720,522,5
523_1,1721,523,1
523_2,1722,523,2
523_3,1723,523,3
523_4,1724,523,4
523_5,1725,523,5
524_1,1726,524,1
524_2,1727,524,2
524_3,1728,524,3
524_4,1729,524,4
524_5,1730,524,5
525_1,1731,525,1
525_2,1732,525,2
525_3,1733,525,3
525_4,1734,525,4
525_5,1735,525,5
526_1,1736,526,1
526_2,1737,526,2
526_3,1738,526,3
526_4,1739,526,4
526_5,1740,526,5
527_1,1741,527,1
527_2,1742,527,2
527_3,1743,527,3
527_4,1744,527,4
527_5,1745,527,5
528_1,1746,528,1
528_2,1747,528,2
528_3,1748,528,3
528_4,1749,528,4
528_5,1750,528,5
529_1,1751,529,1
529_2,1752,529,2
529_3,1753,529,3
529_4,1754,529,4
529_5,1755,529,5
530_1,1756,530,1
530_2,1757,530,2
530_3,1758,530,3
530_4,1759,530,4
530_5,1760,530,5
531_1,1761,531,1
531_2,1762,531,2
531_3,1763,531,3
531_4,1764,531,4
531_5,1765,531,5
532_1,1766,532,1
532_2,1767,532,2
532_3,1768,532,3
532_4,1769,532,4
532_5,1770,532,5
533_1,1771,533,1
533_3,1772,533,3
533_4,1773,533,4
533_5,1774,533,5
534_1,1775,534,1
534_2,1776,534,2
534_3,1777,534,3
534_4,1778,534,4
534_5,1779,534,5
535_1,1780,535,1
535_2,1781,535,2
535_3,1782,535,3
535_4,1783,535,4
535_5,1784,535,5
536_1,1785,536,1
536_2,1786,536,2
536_3,1787,536,3
536_4,1788,536,4
536_5,1789,536,5
537_1,1790,537,1
537_2,1791,537,2
537_3,1792,537,3
537_4,1793,537,4
537_5,1794,537,5
538_1,1795,538,1
538_2,1796,538,2
538_3,1797,538,3
538_4,1798,538,4
539_1,1799,539,1
539_2,1800,539,2
539_3,1801,539,3
539_4,1802,539,4
539_5,1803,539,5
540_1,1804,540,1
540_2,1805,540,2
540_3,1806,540,3
540_4,1807,540,4
540_5,1808,540,5
541_1,1809,541,1
541_2,1810,541,2
541_3,1811,541,3
541_4,1812,541,4
541_5,1813,541,5
542_1,1814,542,1
542_2,1815,542,2
542_3,1816,542,3
542_4,1817,542,4
542_5,1818,542,5
543_1,1819,543,1
543_2,1820,543,2
543_3,1821,543,3
543_4,1822,543,4
543_5,1823,543,5
544_1,1824,544,1
544_2,1825,544,2
544_3,1826,544,3
544_4,1827,544,4
544_5,1828,544,5
545_1,1829,545,1
545_2,1830,545,2
545_3,1831,545,3
545_4,1832,545,4
545_5,1833,545,5
546_1,1834,546,1
546_2,1835,546,2
546_3,1836,546,3
546_4,1837,546,4
546_5,1838,546,5
547_1,1839,547,1
547_2,1840,547,2
547_3,1841,547,3
547_4,1842,547,4
547_5,1843,547,5
548_1,1844,548,1
548_2,1845,548,2
548_3,1846,548,3
548_4,1847,548,4
548_5,1848,548,5
554_1,1849,554,1
554_2,1850,554,2
554_3,1851,554,3
554_4,1852,554,4
554_5,1853,554,5
562_1,1854,562,1
562_2,1855,562,2
562_3,1856,562,3
562_4,1857,562,4
562_5,1858,562,5
563_1,1859,563,1
563_2,1860,563,2
563_3,1861,563,3
563_4,1862,563,4
563_5,1863,563,5
565_1,1864,565,1
565_2,1865,565,2
565_3,1866,565,3
565_4,1867,565,4
565_5,1868,565,5
567_1,1869,567,1
567_2,1870,567,2
567_3,1871,567,3
567_4,1872,567,4
567_5,1873,567,5
569_1,1874,569,1
569_2,1875,569,2
569_3,1876,569,3
569_4,1877,569,4
569_5,1878,569,5
570_1,1879,570,1
570_2,1880,570,2
570_4,1881,570,4
570_5,1882,570,5
572_1,1883,572,1
572_2,1884,572,2
572_3,1885,572,3
572_4,1886,572,4
572_5,1887,572,5
575_1,1888,575,1
575_2,1889,575,2
575_3,1890,575,3
575_4,1891,575,4
575_5,1892,575,5
576_1,1893,576,1
576_2,1894,576,2
576_3,1895,576,3
576_4,1896,576,4
576_5,1897,576,5
578_1,1898,578,1
578_2,1899,578,2
578_3,1900,578,3
578_4,1901,578,4
578_5,1902,578,5
580_1,1903,580,1
580_3,1904,580,3
580_4,1905,580,4
580_5,1906,580,5
581_1,1907,581,1
581_2,1908,581,2
581_3,1909,581,3
581_4,1910,581,4
581_5,1911,581,5
582_1,1912,582,1
582_2,1913,582,2
582_4,1914,582,4
582_5,1915,582,5
583_1,1916,583,1
583_2,1917,583,2
583_3,1918,583,3
583_4,1919,583,4
583_5,1920,583,5
585_1,1921,585,1
585_3,1922,585,3
585_4,1923,585,4
585_5,1924,585,5
591_1,1925,591,1
591_2,1926,591,2
591_3,1927,591,3
591_5,1928,591,5
592_1,1929,592,1
592_2,1930,592,2
592_3,1931,592,3
592_4,1932,592,4
592_5,1933,592,5
599_2,1934,599,2
599_3,1935,599,3
599_4,1936,599,4
599_5,1937,599,5
601_1,1938,601,1
601_2,1939,601,2
601_3,1940,601,3
601_4,1941,601,4
601_5,1942,601,5
602_1,1943,602,1
602_2,1944,602,2
602_3,1945,602,3
602_4,1946,602,4
602_5,1947,602,5
603_3,1948,603,3
603_4,1949,603,4
603_5,1950,603,5
604_1,1951,604,1
604_2,1952,604,2
604_3,1953,604,3
604_4,1954,604,4
604_5,1955,604,5
605_1,1956,605,1
605_2,1957,605,2
605_3,1958,605,3
605_4,1959,605,4
605_5,1960,605,5
606_1,1961,606,1
606_2,1962,606,2
606_3,1963,606,3
606_4,1964,606,4
606_5,1965,606,5
607_1,1966,607,1
607_2,1967,607,2
607_3,1968,607,3
607_4,1969,607,4
607_5,1970,607,5
609_1,1971,609,1
609_2,1972,609,2
609_3,1973,609,3
609_4,1974,609,4
609_5,1975,609,5
610_1,1976,610,1
610_2,1977,610,2
610_3,1978,610,3
610_4,1979,610,4
610_5,1980,610,5
612_1,1981,612,1
612_2,1982,612,2
612_3,1983,612,3
612_4,1984,612,4
612_5,1985,612,5
613_1,1986,613,1
613_2,1987,613,2
613_3,1988,613,3
613_4,1989,613,4
613_5,1990,613,5
614_1,1991,614,1
614_2,1992,614,2
614_3,1993,614,3
614_4,1994,614,4
614_5,1995,614,5
615_1,1996,615,1
615_2,1997,615,2
615_3,1998,615,3
615_4,1999,615,4
615_5,2000,615,5
616_2,2001,616,2
616_4,2002,616,4
616_5,2003,616,5
617_1,2004,617,1
617_2,2005,617,2
617_3,2006,617,3
617_4,2007,617,4
617_5,2008,617,5
618_1,2009,618,1
618_2,2010,618,2
618_3,2011,618,3
618_4,2012,618,4
618_5,2013,618,5
619_1,2014,619,1
619_2,2015,619,2
619_3,2016,619,3
619_4,2017,619,4
619_5,2018,619,5
620_1,2019,620,1
620_2,2020,620,2
620_3,2021,620,3
620_4,2022,620,4
620_5,2023,620,5
621_1,2024,621,1
621_2,2025,621,2
621_3,2026,621,3
621_4,2027,621,4
621_5,2028,621,5
622_1,2029,622,1
622_2,2030,622,2
622_3,2031,622,3
622_4,2032,622,4
622_5,2033,622,5
625_1,2034,625,1
625_2,2035,625,2
625_3,2036,625,3
625_4,2037,625,4
625_5,2038,625,5
627_1,2039,627,1
627_2,2040,627,2
627_3,2041,627,3
627_4,2042,627,4
627_5,2043,627,5
629_1,2044,629,1
629_2,2045,629,2
629_3,2046,629,3
629_4,2047,629,4
629_5,2048,629,5
630_1,2049,630,1
630_2,2050,630,2
630_3,2051,630,3
630_4,2052,630,4
630_5,2053,630,5
631_1,2054,631,1
631_2,2055,631,2
631_3,2056,631,3
631_4,2057,631,4
631_5,2058,631,5
632_1,2059,632,1
632_2,2060,632,2
632_3,2061,632,3
632_4,2062,632,4
632_5,2063,632,5
635_1,2064,635,1
635_2,2065,635,2
635_3,2066,635,3
635_4,2067,635,4
635_5,2068,635,5
637_1,2069,637,1
637_2,2070,637,2
637_3,2071,637,3
637_4,2072,637,4
637_5,2073,637,5
641_1,2074,641,1
641_2,2075,641,2
641_3,2076,641,3
641_4,2077,641,4
641_5,2078,641,5
644_1,2079,644,1
644_2,2080,644,2
644_3,2081,644,3
644_4,2082,644,4
644_5,2083,644,5
646_1,2084,646,1
646_2,2085,646,2
646_3,2086,646,3
646_4,2087,646,4
646_5,2088,646,5
652_1,2089,652,1
652_2,2090,652,2
652_3,2091,652,3
652_4,2092,652,4
652_5,2093,652,5
660_1,2094,660,1
660_2,2095,660,2
660_3,2096,660,3
660_4,2097,660,4
660_5,2098,660,5
661_1,2099,661,1
661_2,2100,661,2
661_3,2101,661,3
661_4,2102,661,4
661_5,2103,661,5
669_1,2104,669,1
669_2,2105,669,2
669_3,2106,669,3
669_4,2107,669,4
669_5,2108,669,5
676_3,2109,676,3
676_4,2110,676,4
676_5,2111,676,5
679_1,2112,679,1
679_3,2113,679,3
679_4,2114,679,4
679_5,2115,679,5
680_1,2116,680,1
680_2,2117,680,2
680_4,2118,680,4
680_5,2119,680,5
681_1,2120,681,1
681_2,2121,681,2
681_3,2122,681,3
681_4,2123,681,4
681_5,2124,681,5
682_1,2125,682,1
682_2,2126,682,2
682_3,2127,682,3
682_4,2128,682,4
682_5,2129,682,5
683_1,2130,683,1
683_2,2131,683,2
683_3,2132,683,3
683_4,2133,683,4
683_5,2134,683,5
685_2,2135,685,2
686_1,2136,686,1
686_2,2137,686,2
686_3,2138,686,3
686_4,2139,686,4
686_5,2140,686,5
687_1,2141,687,1
687_2,2142,687,2
687_3,2143,687,3
687_4,2144,687,4
687_5,2145,687,5
688_1,2146,688,1
688_2,2147,688,2
688_3,2148,688,3
688_4,2149,688,4
688_5,2150,688,5
689_1,2151,689,1
689_2,2152,689,2
689_3,2153,689,3
689_4,2154,689,4
689_5,2155,689,5
690_1,2156,690,1
690_2,2157,690,2
690_3,2158,690,3
690_4,2159,690,4
690_5,2160,690,5
691_1,2161,691,1
691_2,2162,691,2
691_3,2163,691,3
691_4,2164,691,4
691_5,2165,691,5
692_1,2166,692,1
692_3,2167,692,3
692_4,2168,692,4
692_5,2169,692,5
693_1,2170,693,1
693_2,2171,693,2
693_3,2172,693,3
693_4,2173,693,4
693_5,2174,693,5
694_1,2175,694,1
694_2,2176,694,2
694_3,2177,694,3
694_4,2178,694,4
694_5,2179,694,5
696_1,2180,696,1
696_2,2181,696,2
696_3,2182,696,3
696_4,2183,696,4
696_5,2184,696,5
697_1,2185,697,1
697_2,2186,697,2
697_3,2187,697,3
697_4,2188,697,4
697_5,2189,697,5
699_1,2190,699,1
699_2,2191,699,2
699_3,2192,699,3
699_4,2193,699,4
699_5,2194,699,5
701_1,2195,701,1
701_2,2196,701,2
701_3,2197,701,3
701_4,2198,701,4
701_5,2199,701,5
703_1,2200,703,1
703_2,2201,703,2
703_3,2202,703,3
703_4,2203,703,4
703_5,2204,703,5
704_1,2205,704,1
704_2,2206,704,2
704_3,2207,704,3
704_4,2208,704,4
704_5,2209,704,5
705_1,2210,705,1
705_2,2211,705,2
705_3,2212,705,3
705_4,2213,705,4
705_5,2214,705,5
706_1,2215,706,1
706_2,2216,706,2
706_3,2217,706,3
706_4,2218,706,4
706_5,2219,706,5
707_1,2220,707,1
707_2,2221,707,2
707_3,2222,707,3
707_4,2223,707,4
707_5,2224,707,5
708_1,2225,708,1
708_2,2226,708,2
708_3,2227,708,3
708_4,2228,708,4
708_5,2229,708,5
709_1,2230,709,1
709_2,2231,709,2
709_3,2232,709,3
709_4,2233,709,4
709_5,2234,709,5
710_2,2235,710,2
710_3,2236,710,3
711_1,2237,711,1
711_2,2238,711,2
711_3,2239,711,3
711_4,2240,711,4
711_5,2241,711,5
712_1,2242,712,1
712_2,2243,712,2
712_3,2244,712,3
712_4,2245,712,4
712_5,2246,712,5
714_1,2247,714,1
714_2,2248,714,2
714_3,2249,714,3
714_4,2250,714,4
714_5,2251,714,5
715_1,2252,715,1
715_2,2253,715,2
715_3,2254,715,3
715_4,2255,715,4
715_5,2256,715,5
716_1,2257,716,1
716_2,2258,716,2
716_3,2259,716,3
716_4,2260,716,4
716_5,2261,716,5
717_1,2262,717,1
717_2,2263,717,2
717_3,2264,717,3
717_4,2265,717,4
717_5,2266,717,5
718_1,2267,718,1
718_2,2268,718,2
718_3,2269,718,3
718_4,2270,718,4
718_5,2271,718,5
720_1,2272,720,1
720_2,2273,720,2
720_3,2274,720,3
720_4,2275,720,4
720_5,2276,720,5
722_1,2277,722,1
722_2,2278,722,2
722_3,2279,722,3
722_4,2280,722,4
722_5,2281,722,5
724_1,2282,724,1
724_2,2283,724,2
724_3,2284,724,3
724_4,2285,724,4
724_5,2286,724,5
725_1,2287,725,1
725_2,2288,725,2
725_3,2289,725,3
725_4,2290,725,4
725_5,2291,725,5
726_1,2292,726,1
726_2,2293,726,2
726_3,2294,726,3
726_4,2295,726,4
726_5,2296,726,5
727_1,2297,727,1
727_2,2298,727,2
727_3,2299,727,3
727_4,2300,727,4
727_5,2301,727,5
728_2,2302,728,2
728_3,2303,728,3
728_4,2304,728,4
728_5,2305,728,5
730_1,2306,730,1
730_2,2307,730,2
730_3,2308,730,3
730_4,2309,730,4
730_5,2310,730,5
732_1,2311,732,1
732_2,2312,732,2
732_3,2313,732,3
732_4,2314,732,4
732_5,2315,732,5
733_1,2316,733,1
733_3,2317,733,3
733_4,2318,733,4
733_5,2319,733,5
734_1,2320,734,1
734_2,2321,734,2
734_3,2322,734,3
734_4,2323,734,4
734_5,2324,734,5
735_1,2325,735,1
735_2,2326,735,2
735_3,2327,735,3
735_4,2328,735,4
735_5,2329,735,5
737_1,2330,737,1
737_2,2331,737,2
737_3,2332,737,3
737_4,2333,737,4
737_5,2334,737,5
744_3,2335,744,3
747_1,2336,747,1
747_2,2337,747,2
747_3,2338,747,3
747_4,2339,747,4
747_5,2340,747,5
748_2,2341,748,2
748_5,2342,748,5
749_1,2343,749,1
749_2,2344,749,2
749_3,2345,749,3
749_4,2346,749,4
749_5,2347,749,5
751_1,2348,751,1
751_2,2349,751,2
751_3,2350,751,3
751_5,2351,751,5
752_1,2352,752,1
752_2,2353,752,2
752_3,2354,752,3
752_4,2355,752,4
752_5,2356,752,5
754_1,2357,754,1
754_2,2358,754,2
754_3,2359,754,3
754_4,2360,754,4
754_5,2361,754,5
755_2,2362,755,2
755_4,2363,755,4
756_1,2364,756,1
756_2,2365,756,2
756_3,2366,756,3
756_4,2367,756,4
756_5,2368,756,5
757_1,2369,757,1
757_2,2370,757,2
757_3,2371,757,3
757_4,2372,757,4
757_5,2373,757,5
759_1,2374,759,1
759_2,2375,759,2
759_3,2376,759,3
759_4,2377,759,4
759_5,2378,759,5
763_1,2379,763,1
763_2,2380,763,2
763_3,2381,763,3
763_4,2382,763,4
763_5,2383,763,5
767_1,2384,767,1
767_2,2385,767,2
767_3,2386,767,3
767_4,2387,767,4
768_1,2388,768,1
768_2,2389,768,2
768_3,2390,768,3
768_4,2391,768,4
768_5,2392,768,5
769_1,2393,769,1
769_2,2394,769,2
769_3,2395,769,3
769_4,2396,769,4
769_5,2397,769,5
770_1,2398,770,1
770_3,2399,770,3
770_4,2400,770,4
770_5,2401,770,5
772_1,2402,772,1
772_2,2403,772,2
772_3,2404,772,3
772_4,2405,772,4
772_5,2406,772,5
777_1,2407,777,1
777_2,2408,777,2
777_3,2409,777,3
777_4,2410,777,4
777_5,2411,777,5
778_1,2412,778,1
778_2,2413,778,2
778_3,2414,778,3
778_4,2415,778,4
778_5,2416,778,5
779_1,2417,779,1
779_2,2418,779,2
779_3,2419,779,3
779_4,2420,779,4
779_5,2421,779,5
782_1,2422,782,1
782_2,2423,782,2
782_3,2424,782,3
782_4,2425,782,4
782_5,2426,782,5
785_1,2427,785,1
785_2,2428,785,2
785_3,2429,785,3
785_4,2430,785,4
785_5,2431,785,5
786_1,2432,786,1
786_2,2433,786,2
786_3,2434,786,3
786_4,2435,786,4
786_5,2436,786,5
787_1,2437,787,1
787_2,2438,787,2
787_3,2439,787,3
787_4,2440,787,4
787_5,2441,787,5
788_1,2442,788,1
788_2,2443,788,2
788_3,2444,788,3
788_4,2445,788,4
788_5,2446,788,5
789_1,2447,789,1
789_2,2448,789,2
789_3,2449,789,3
789_4,2450,789,4
789_5,2451,789,5
790_1,2452,790,1
790_2,2453,790,2
790_3,2454,790,3
790_4,2455,790,4
790_5,2456,790,5
791_1,2457,791,1
791_2,2458,791,2
791_3,2459,791,3
791_4,2460,791,4
791_5,2461,791,5
792_1,2462,792,1
792_2,2463,792,2
792_3,2464,792,3
792_4,2465,792,4
792_5,2466,792,5
793_1,2467,793,1
793_2,2468,793,2
793_3,2469,793,3
793_4,2470,793,4
793_5,2471,793,5
794_1,2472,794,1
794_2,2473,794,2
794_3,2474,794,3
794_4,2475,794,4
794_5,2476,794,5
795_1,2477,795,1
795_2,2478,795,2
795_3,2479,795,3
795_4,2480,795,4
795_5,2481,795,5
797_1,2482,797,1
797_2,2483,797,2
797_3,2484,797,3
797_4,2485,797,4
797_5,2486,797,5
798_1,2487,798,1
798_2,2488,798,2
798_3,2489,798,3
798_4,2490,798,4
798_5,2491,798,5
800_1,2492,800,1
800_2,2493,800,2
800_3,2494,800,3
800_4,2495,800,4
800_5,2496,800,5
802_1,2497,802,1
802_2,2498,802,2
802_3,2499,802,3
802_4,2500,802,4
802_5,2501,802,5
804_1,2502,804,1
804_2,2503,804,2
804_3,2504,804,3
804_4,2505,804,4
804_5,2506,804,5
805_1,2507,805,1
805_2,2508,805,2
805_3,2509,805,3
805_4,2510,805,4
805_5,2511,805,5
806_1,2512,806,1
806_2,2513,806,2
806_3,2514,806,3
806_4,2515,806,4
806_5,2516,806,5
808_1,2517,808,1
808_2,2518,808,2
808_3,2519,808,3
808_4,2520,808,4
808_5,2521,808,5
809_1,2522,809,1
809_2,2523,809,2
809_3,2524,809,3
809_4,2525,809,4
809_5,2526,809,5
810_1,2527,810,1
810_2,2528,810,2
810_3,2529,810,3
810_4,2530,810,4
810_5,2531,810,5
811_1,2532,811,1
811_2,2533,811,2
811_3,2534,811,3
811_4,2535,811,4
811_5,2536,811,5
812_1,2537,812,1
812_2,2538,812,2
812_3,2539,812,3
812_4,2540,812,4
812_5,2541,812,5
813_1,2542,813,1
813_2,2543,813,2
813_3,2544,813,3
813_4,2545,813,4
813_5,2546,813,5
814_1,2547,814,1
814_2,2548,814,2
814_3,2549,814,3
814_4,2550,814,4
814_5,2551,814,5
815_1,2552,815,1
815_2,2553,815,2
815_3,2554,815,3
815_4,2555,815,4
815_5,2556,815,5
816_2,2557,816,2
816_3,2558,816,3
816_4,2559,816,4
818_1,2560,818,1
818_2,2561,818,2
818_3,2562,818,3
818_4,2563,818,4
818_5,2564,818,5
820_1,2565,820,1
820_2,2566,820,2
820_3,2567,820,3
820_4,2568,820,4
820_5,2569,820,5
821_1,2570,821,1
821_2,2571,821,2
821_3,2572,821,3
821_4,2573,821,4
821_5,2574,821,5
823_1,2575,823,1
823_2,2576,823,2
823_3,2577,823,3
823_4,2578,823,4
823_5,2579,823,5
824_1,2580,824,1
824_2,2581,824,2
824_3,2582,824,3
824_4,2583,824,4
824_5,2584,824,5
825_1,2585,825,1
825_2,2586,825,2
825_3,2587,825,3
825_4,2588,825,4
825_5,2589,825,5
826_1,2590,826,1
826_2,2591,826,2
826_3,2592,826,3
829_1,2593,829,1
829_2,2594,829,2
829_3,2595,829,3
829_4,2596,829,4
829_5,2597,829,5
830_1,2598,830,1
830_2,2599,830,2
830_3,2600,830,3
830_4,2601,830,4
830_5,2602,830,5
831_1,2603,831,1
831_2,2604,831,2
831_3,2605,831,3
831_4,2606,831,4
831_5,2607,831,5
832_1,2608,832,1
832_2,2609,832,2
832_3,2610,832,3
832_4,2611,832,4
832_5,2612,832,5
834_1,2613,834,1
834_2,2614,834,2
834_3,2615,834,3
834_4,2616,834,4
834_5,2617,834,5
835_1,2618,835,1
835_2,2619,835,2
835_3,2620,835,3
835_4,2621,835,4
835_5,2622,835,5
837_1,2623,837,1
837_2,2624,837,2
837_3,2625,837,3
837_4,2626,837,4
837_5,2627,837,5
839_1,2628,839,1
839_2,2629,839,2
839_3,2630,839,3
